report_date,operation_day,total_day,region,market,market_type,team,sales_rep,total_inflow,retained_users,read_users_today,conversation_users_today,reply_users_today,deep_reply_users_today,follow_up_actions_today,new_accounts_today,total_accounts,paying_users_today,total_paying_users,revenue_today,total_revenue,refund_today,total_refund,net_revenue,team_marketing_cost
2026-01-16,16,55,east,Mexico,developing,Team A,Alice,300,288,200,175,139,103,67,3,86,1,23,177.97,4193.71,8.89,353.87,3839.84,35000
2026-01-16,16,55,east,Mexico,developing,Team B,Ben,316,305,223,170,128,67,43,8,88,3,28,698.85,5589.01,57.75,418.54,5170.47,35000
2026-01-16,16,55,east,Mexico,developing,Team B,David,391,382,249,202,169,119,99,8,112,2,37,252.2,7707.2,27.44,558.57,7148.63,35000
2026-01-16,16,55,east,Mexico,developing,Team C,Emma,326,313,214,167,133,74,54,3,71,1,20,166.9,3503.38,12.36,205.28,3298.1,35000
2026-01-16,16,55,east,Mexico,developing,Team C,Frank,397,385,282,244,176,98,76,7,115,3,40,427.96,7039.54,10.14,453.34,6586.2,35000
2026-01-16,16,55,east,Mexico,developing,Team D,Grace,295,284,187,141,122,88,60,8,93,2,35,396.82,6096.86,43.83,386.18,5710.68,35000
2026-01-16,16,55,east,Mexico,developing,Team D,Henry,304,292,200,155,115,62,55,7,92,1,29,124.56,5527.93,11.32,439.07,5088.86,35000
2026-01-16,16,55,east,Mexico,developing,Team E,Ivy,364,351,241,182,163,87,56,8,121,2,42,242.47,7331.29,20.19,519.79,6811.5,35000
2026-01-16,16,55,east,Mexico,developing,Team E,Jack,291,276,183,163,139,69,43,8,97,2,30,317.55,5306.48,12.2,334.25,4972.23,35000
2026-01-16,16,55,east,Mexico,developing,Team F,Kelly,413,400,287,221,165,85,72,5,113,1,43,157.48,8130.58,17.62,653.49,7477.09,35000
2026-01-16,16,55,east,Mexico,developing,Team F,Leo,415,403,241,174,149,78,68,6,129,1,41,162.46,8420.33,17.0,599.38,7820.95,35000
2026-01-17,17,56,east,Mexico,developing,Team A,Cathy,419,408,272,240,186,93,72,7,121,2,39,493.56,7648.64,50.66,551.75,7096.89,35000
2026-01-17,17,56,east,Mexico,developing,Team A,Alice,300,287,173,127,96,49,36,4,90,2,25,433.06,4626.77,20.99,374.86,4251.91,35000
2026-01-17,17,56,east,Mexico,developing,Team B,Ben,316,303,194,152,124,78,49,8,96,4,32,575.37,6164.38,60.97,479.51,5684.87,35000
2026-01-17,17,56,east,Mexico,developing,Team B,David,391,382,253,178,156,78,70,6,118,2,39,285.8,7993.0,13.97,572.54,7420.46,35000
2026-01-17,17,56,east,Mexico,developing,Team C,Emma,326,313,223,199,151,88,75,7,78,2,22,336.5,3839.88,31.44,236.72,3603.16,35000
2026-01-17,17,56,east,Mexico,developing,Team C,Frank,397,383,236,178,149,98,79,7,122,2,42,491.96,7531.5,40.82,494.16,7037.34,35000
2026-01-17,17,56,east,Mexico,developing,Team D,Grace,295,284,197,171,146,78,49,4,97,2,37,315.96,6412.82,33.45,419.63,5993.19,35000
2026-01-17,17,56,east,Mexico,developing,Team D,Henry,304,290,215,161,130,84,75,6,98,3,32,517.08,6045.01,21.52,460.59,5584.42,35000
2026-01-17,17,56,east,Mexico,developing,Team E,Ivy,364,351,225,158,113,78,69,6,127,2,44,265.24,7596.53,7.62,527.41,7069.12,35000
2026-01-17,17,56,east,Mexico,developing,Team E,Jack,291,275,204,156,134,92,61,3,100,1,31,130.8,5437.28,9.07,343.32,5093.96,35000
2026-01-17,17,56,east,Mexico,developing,Team F,Kelly,413,400,275,193,140,81,67,8,121,3,46,387.78,8518.36,33.61,687.1,7831.26,35000
2026-01-17,17,56,east,Mexico,developing,Team F,Leo,415,402,269,207,156,104,66,9,138,3,44,455.99,8876.32,32.18,631.56,8244.76,35000
2026-01-18,18,57,east,Mexico,developing,Team A,Cathy,419,408,291,221,196,140,118,8,129,3,42,446.0,8094.64,36.43,588.18,7506.46,35000
2026-01-18,18,57,east,Mexico,developing,Team A,Alice,300,285,176,145,128,75,57,8,98,3,28,512.73,5139.5,20.54,395.4,4744.1,35000
2026-01-18,18,57,east,Mexico,developing,Team B,Ben,316,302,217,189,165,119,97,6,102,3,35,631.88,6796.26,41.12,520.63,6275.63,35000
2026-01-18,18,57,east,Mexico,developing,Team B,David,391,381,233,195,136,76,49,5,123,2,41,413.18,8406.18,16.04,588.58,7817.6,35000
2026-01-18,18,57,east,Mexico,developing,Team C,Emma,326,312,222,159,143,90,75,6,84,3,25,488.58,4328.46,58.51,295.23,4033.23,35000
2026-01-18,18,57,east,Mexico,developing,Team C,Frank,397,381,264,222,188,113,101,5,127,2,44,280.61,7812.11,15.87,510.03,7302.08,35000
2026-01-18,18,57,east,Mexico,developing,Team D,Grace,295,284,196,158,122,62,38,8,105,4,41,746.34,7159.16,32.58,452.21,6706.95,35000
2026-01-18,18,57,east,Mexico,developing,Team D,Henry,304,288,179,157,126,86,75,4,102,2,34,240.85,6285.86,8.0,468.59,5817.27,35000
2026-01-18,18,57,east,Mexico,developing,Team E,Ivy,364,350,219,154,122,83,64,8,135,3,47,369.85,7966.38,9.33,536.74,7429.64,35000
2026-01-18,18,57,east,Mexico,developing,Team E,Jack,291,275,186,141,98,63,54,7,107,1,32,206.98,5644.26,9.57,352.89,5291.37,35000
2026-01-18,18,57,east,Mexico,developing,Team F,Kelly,413,398,258,184,163,94,64,6,127,3,49,631.3,9149.66,70.19,757.29,8392.37,35000
2026-01-18,18,57,east,Mexico,developing,Team F,Leo,415,401,281,245,205,118,72,5,143,2,46,343.64,9219.96,22.61,654.17,8565.79,35000
2026-01-19,19,58,east,Mexico,developing,Team A,Cathy,419,406,277,205,178,107,88,8,137,2,44,456.3,8550.94,21.83,610.01,7940.93,35000
2026-01-19,19,58,east,Mexico,developing,Team A,Alice,300,284,200,148,112,60,52,4,102,2,30,263.95,5403.45,24.53,419.93,4983.52,35000
2026-01-19,19,58,east,Mexico,developing,Team B,Ben,316,301,217,190,166,99,80,7,109,2,37,388.42,7184.68,8.12,528.75,6655.93,35000
2026-01-19,19,58,east,Mexico,developing,Team B,David,391,381,266,186,138,83,64,7,130,1,42,163.86,8570.04,10.69,599.27,7970.77,35000
2026-01-19,19,58,east,Mexico,developing,Team C,Emma,326,310,216,194,156,106,79,6,90,1,26,138.93,4467.39,6.92,302.15,4165.24,35000
2026-01-19,19,58,east,Mexico,developing,Team C,Frank,397,381,232,163,122,63,56,5,132,2,46,464.95,8277.06,37.21,547.24,7729.82,35000
2026-01-19,19,58,east,Mexico,developing,Team D,Grace,295,284,202,163,114,68,45,4,109,2,43,383.57,7542.73,21.48,473.69,7069.04,35000
2026-01-19,19,58,east,Mexico,developing,Team D,Henry,304,288,208,169,131,75,61,5,107,2,36,300.83,6586.69,17.1,485.69,6101.0,35000
2026-01-19,19,58,east,Mexico,developing,Team E,Ivy,364,348,250,188,154,100,83,5,140,2,49,454.34,8420.72,46.13,582.87,7837.85,35000
2026-01-19,19,58,east,Mexico,developing,Team E,Jack,291,274,201,149,115,85,54,3,110,0,32,0.0,5644.26,0.0,352.89,5291.37,35000
2026-01-19,19,58,east,Mexico,developing,Team F,Kelly,413,396,292,256,193,127,104,10,137,4,53,536.5,9686.16,31.85,789.14,8897.02,35000
2026-01-19,19,58,east,Mexico,developing,Team F,Leo,415,399,271,199,172,118,75,9,152,3,49,535.74,9755.7,13.86,668.03,9087.67,35000
2026-01-20,20,59,east,Mexico,developing,Team A,Cathy,419,405,257,186,164,116,96,6,143,2,46,260.28,8811.22,21.61,631.62,8179.6,35000
2026-01-20,20,59,east,Mexico,developing,Team A,Alice,300,284,199,149,121,75,50,8,110,2,32,486.09,5889.54,43.61,463.54,5426.0,35000
2026-01-20,20,59,east,Mexico,developing,Team B,Ben,316,300,219,181,138,76,56,7,116,3,40,479.29,7663.97,51.09,579.84,7084.13,35000
2026-01-20,20,59,east,Mexico,developing,Team B,David,391,380,258,216,187,111,98,8,138,4,46,607.09,9177.13,21.41,620.68,8556.45,35000
2026-01-20,20,59,east,Mexico,developing,Team C,Emma,326,310,204,146,127,94,82,5,95,2,28,470.13,4937.52,16.81,318.96,4618.56,35000
2026-01-20,20,59,east,Mexico,developing,Team C,Frank,397,381,244,194,146,107,66,9,141,2,48,429.46,8706.52,51.43,598.67,8107.85,35000
2026-01-20,20,59,east,Mexico,developing,Team D,Grace,295,283,172,154,138,70,56,5,114,2,45,368.82,7911.55,28.19,501.88,7409.67,35000
2026-01-20,20,59,east,Mexico,developing,Team D,Henry,304,288,207,178,154,92,57,5,112,1,37,164.42,6751.11,16.2,501.89,6249.22,35000
2026-01-20,20,59,east,Mexico,developing,Team E,Ivy,364,346,243,192,172,88,59,9,149,2,51,260.85,8681.57,11.13,594.0,8087.57,35000
2026-01-20,20,59,east,Mexico,developing,Team E,Jack,291,273,199,151,129,71,45,6,116,2,34,393.94,6038.2,16.41,369.3,5668.9,35000
2026-01-20,20,59,east,Mexico,developing,Team F,Kelly,413,395,241,214,162,88,64,9,146,4,57,855.65,10541.81,75.7,864.84,9676.97,35000
2026-01-20,20,59,east,Mexico,developing,Team F,Leo,415,398,296,226,181,121,105,6,158,1,50,259.93,10015.63,6.94,674.97,9340.66,35000
2026-01-21,21,60,east,Mexico,developing,Team A,Cathy,419,405,264,195,163,115,89,7,150,3,49,743.45,9554.67,37.99,669.61,8885.06,35000
2026-01-21,21,60,east,Mexico,developing,Team A,Alice,300,284,213,173,130,85,61,8,118,3,35,620.93,6510.47,50.29,513.83,5996.64,35000
2026-01-21,21,60,east,Mexico,developing,Team B,Ben,316,299,216,192,163,99,74,3,119,1,41,190.16,7854.13,7.66,587.5,7266.63,35000
2026-01-21,21,60,east,Mexico,developing,Team B,David,391,379,264,216,175,108,86,5,143,2,48,296.64,9473.77,20.85,641.53,8832.24,35000
2026-01-21,21,60,east,Mexico,developing,Team C,Emma,326,310,189,150,117,86,62,8,103,3,31,412.25,5349.77,22.17,341.13,5008.64,35000
2026-01-21,21,60,east,Mexico,developing,Team C,Frank,397,380,267,224,180,111,80,10,151,2,50,391.97,9098.49,35.89,634.56,8463.93,35000
2026-01-21,21,60,east,Mexico,developing,Team D,Grace,295,282,199,169,150,101,87,8,122,3,48,605.74,8517.29,22.55,524.43,7992.86,35000
2026-01-21,21,60,east,Mexico,developing,Team D,Henry,304,288,174,148,108,61,41,8,120,4,41,896.18,7647.29,69.0,570.89,7076.4,35000
2026-01-21,21,60,east,Mexico,developing,Team E,Ivy,364,345,218,158,125,74,59,5,154,2,53,393.86,9075.43,19.3,613.3,8462.13,35000
2026-01-21,21,60,east,Mexico,developing,Team E,Jack,291,271,199,177,133,72,54,8,124,3,37,420.24,6458.44,36.17,405.47,6052.97,35000
2026-01-21,21,60,east,Mexico,developing,Team F,Kelly,413,395,246,172,138,71,42,5,151,1,58,200.26,10742.07,20.02,884.86,9857.21,35000
2026-01-21,21,60,east,Mexico,developing,Team F,Leo,415,398,276,221,193,120,93,7,165,2,52,302.92,10318.55,29.73,704.7,9613.85,35000
2026-01-22,22,61,east,Mexico,developing,Team A,Cathy,419,405,250,189,138,100,77,7,157,3,52,462.0,10016.67,16.24,685.85,9330.82,35000
2026-01-22,22,61,east,Mexico,developing,Team A,Alice,300,282,204,178,154,92,57,3,121,0,35,0.0,6510.47,0.0,513.83,5996.64,35000
2026-01-22,22,61,east,Mexico,developing,Team B,Ben,316,298,216,178,130,90,77,8,127,3,44,724.73,8578.86,22.39,609.89,7968.97,35000
2026-01-22,22,61,east,Mexico,developing,Team B,David,391,379,240,190,148,76,51,5,148,2,50,405.46,9879.23,21.36,662.89,9216.34,35000
2026-01-22,22,61,east,Mexico,developing,Team C,Emma,326,310,187,148,105,77,59,3,106,0,31,0.0,5349.77,0.0,341.13,5008.64,35000
2026-01-22,22,61,east,Mexico,developing,Team C,Frank,397,380,247,205,147,108,92,8,159,4,54,713.34,9811.83,23.23,657.79,9154.04,35000
2026-01-22,22,61,east,Mexico,developing,Team D,Grace,295,282,171,153,117,66,55,8,130,2,50,448.64,8965.93,44.44,568.87,8397.06,35000
2026-01-22,22,61,east,Mexico,developing,Team D,Henry,304,288,194,155,122,83,54,6,126,2,43,519.84,8167.13,30.84,601.73,7565.4,35000
2026-01-22,22,61,east,Mexico,developing,Team E,Ivy,364,345,247,188,135,75,49,10,164,3,56,623.72,9699.15,42.43,655.73,9043.42,35000
2026-01-22,22,61,east,Mexico,developing,Team E,Jack,291,271,171,141,109,59,44,3,127,1,38,153.35,6611.79,8.11,413.58,6198.21,35000
2026-01-22,22,61,east,Mexico,developing,Team F,Kelly,413,395,288,231,178,114,93,10,161,3,61,696.23,11438.3,64.03,948.89,10489.41,35000
2026-01-22,22,61,east,Mexico,developing,Team F,Leo,415,397,243,192,143,100,87,9,174,2,54,462.82,10781.37,43.86,748.56,10032.81,35000
2026-01-23,23,62,east,Mexico,developing,Team A,Cathy,419,405,268,233,191,123,77,7,164,1,53,214.18,10230.85,10.32,696.17,9534.68,35000
2026-01-23,23,62,east,Mexico,developing,Team A,Alice,300,282,170,120,99,58,48,3,124,0,35,0.0,6510.47,0.0,513.83,5996.64,35000
2026-01-23,23,62,east,Mexico,developing,Team B,Ben,316,298,191,171,146,76,66,5,132,2,46,426.42,9005.28,26.97,636.86,8368.42,35000
2026-01-23,23,62,east,Mexico,developing,Team B,David,391,379,233,169,136,93,76,6,154,1,51,238.42,10117.65,7.77,670.66,9446.99,35000
2026-01-23,23,62,east,Mexico,developing,Team C,Emma,326,310,210,170,127,88,79,7,113,1,32,143.97,5493.74,9.86,350.99,5142.75,35000
2026-01-23,23,62,east,Mexico,developing,Team C,Frank,397,379,264,194,161,91,54,8,167,2,56,256.18,10068.01,25.3,683.09,9384.92,35000
2026-01-23,23,62,east,Mexico,developing,Team D,Grace,295,282,179,139,97,50,34,4,134,1,51,224.28,9190.21,10.25,579.12,8611.09,35000
2026-01-23,23,62,east,Mexico,developing,Team D,Henry,304,287,201,177,133,67,51,6,132,1,44,200.16,8367.29,21.6,623.33,7743.96,35000
2026-01-23,23,62,east,Mexico,developing,Team E,Ivy,364,345,242,172,126,69,45,8,172,4,60,688.21,10387.36,78.26,733.99,9653.37,35000
2026-01-23,23,62,east,Mexico,developing,Team E,Jack,291,271,198,178,129,75,55,7,134,1,39,220.79,6832.58,25.96,439.54,6393.04,35000
2026-01-23,23,62,east,Mexico,developing,Team F,Kelly,413,395,250,206,177,122,88,10,171,2,63,501.45,11939.75,49.81,998.7,10941.05,35000
2026-01-23,23,62,east,Mexico,developing,Team F,Leo,415,395,282,238,171,98,58,6,180,3,57,605.37,11386.74,31.08,779.64,10607.1,35000
2026-01-24,24,63,east,Mexico,developing,Team A,Cathy,419,405,278,208,186,120,98,10,174,3,56,640.91,10871.76,46.26,742.43,10129.33,35000
2026-01-24,24,63,east,Mexico,developing,Team A,Alice,300,282,199,143,110,67,40,7,131,1,36,138.86,6649.33,7.92,521.75,6127.58,35000
2026-01-24,24,63,east,Mexico,developing,Team B,Ben,316,296,199,170,128,70,56,5,137,2,48,347.68,9352.96,14.77,651.63,8701.33,35000
2026-01-24,24,63,east,Mexico,developing,Team B,David,391,379,262,184,158,110,97,6,160,1,52,232.59,10350.24,13.86,684.52,9665.72,35000
2026-01-24,24,63,east,Mexico,developing,Team C,Emma,326,310,195,169,118,60,36,4,117,1,33,151.9,5645.64,10.3,361.29,5284.35,35000
2026-01-24,24,63,east,Mexico,developing,Team C,Frank,397,379,270,194,168,93,67,10,177,5,61,1228.74,11296.75,117.62,800.71,10496.04,35000
2026-01-24,24,63,east,Mexico,developing,Team D,Grace,295,280,187,144,122,83,61,4,138,2,53,244.86,9435.07,17.18,596.3,8838.77,35000
2026-01-24,24,63,east,Mexico,developing,Team D,Henry,304,287,198,164,121,81,61,4,136,1,45,244.63,8611.92,19.93,643.26,7968.66,35000
2026-01-24,24,63,east,Mexico,developing,Team E,Ivy,364,344,236,186,145,73,65,6,178,3,63,584.9,10972.26,44.82,778.81,10193.45,35000
2026-01-24,24,63,east,Mexico,developing,Team E,Jack,291,269,164,121,86,49,31,3,137,1,40,143.94,6976.52,7.71,447.25,6529.27,35000
2026-01-24,24,63,east,Mexico,developing,Team F,Kelly,413,394,262,190,152,76,52,10,181,2,65,405.82,12345.57,16.21,1014.91,11330.66,35000
2026-01-24,24,63,east,Mexico,developing,Team F,Leo,415,394,269,223,193,107,68,9,189,3,60,569.05,11955.79,41.07,820.71,11135.08,35000
2026-01-25,25,64,east,Mexico,developing,Team A,Cathy,419,404,268,190,152,110,80,9,183,2,58,355.74,11227.5,34.04,776.47,10451.03,35000
2026-01-25,25,64,east,Mexico,developing,Team A,Alice,300,281,185,150,109,72,62,5,136,2,38,299.67,6949.0,21.02,542.77,6406.23,35000
2026-01-25,25,64,east,Mexico,developing,Team B,Ben,316,294,209,172,145,85,56,4,141,2,50,348.54,9701.5,12.15,663.78,9037.72,35000
2026-01-25,25,64,east,Mexico,developing,Team B,David,391,377,247,219,173,90,69,10,170,5,57,1246.73,11596.97,106.41,790.93,10806.04,35000
2026-01-25,25,64,east,Mexico,developing,Team C,Emma,326,310,206,156,109,76,53,4,121,2,35,337.42,5983.06,23.37,384.66,5598.4,35000
2026-01-25,25,64,east,Mexico,developing,Team C,Frank,397,378,268,195,149,83,73,7,184,2,63,385.51,11682.26,40.04,840.75,10841.51,35000
2026-01-25,25,64,east,Mexico,developing,Team D,Grace,295,280,173,124,106,75,60,3,141,1,54,196.62,9631.69,20.57,616.87,9014.82,35000
2026-01-25,25,64,east,Mexico,developing,Team D,Henry,304,285,177,133,111,82,71,7,143,1,46,216.53,8828.45,8.77,652.03,8176.42,35000
2026-01-25,25,64,east,Mexico,developing,Team E,Ivy,364,343,248,196,153,85,54,6,184,2,65,349.12,11321.38,14.07,792.88,10528.5,35000
2026-01-25,25,64,east,Mexico,developing,Team E,Jack,291,268,179,142,119,59,41,6,143,3,43,494.86,7471.38,14.78,462.03,7009.35,35000
2026-01-25,25,64,east,Mexico,developing,Team F,Kelly,413,393,276,244,188,100,68,9,190,2,67,382.63,12728.2,26.71,1041.62,11686.58,35000
2026-01-25,25,64,east,Mexico,developing,Team F,Leo,415,392,288,258,186,101,89,5,194,2,62,305.47,12261.26,12.79,833.5,11427.76,35000
2026-01-26,26,65,east,Mexico,developing,Team A,Cathy,419,402,252,181,159,82,61,5,188,1,59,250.42,11477.92,7.2,783.67,10694.25,35000
2026-01-26,26,65,east,Mexico,developing,Team A,Alice,300,279,183,148,107,66,55,4,140,1,39,133.58,7082.58,13.41,556.18,6526.4,35000
2026-01-26,26,65,east,Mexico,developing,Team B,Ben,316,293,214,157,114,65,41,3,144,0,50,0.0,9701.5,0.0,663.78,9037.72,35000
2026-01-26,26,65,east,Mexico,developing,Team B,David,391,377,251,175,133,80,67,10,180,4,61,1009.89,12606.86,103.4,894.33,11712.53,35000
2026-01-26,26,65,east,Mexico,developing,Team C,Emma,326,309,203,144,115,85,59,3,124,1,36,190.3,6173.36,10.81,395.47,5777.89,35000
2026-01-26,26,65,east,Mexico,developing,Team C,Frank,397,377,255,200,172,109,91,10,194,2,65,484.2,12166.46,54.1,894.85,11271.61,35000
2026-01-26,26,65,east,Mexico,developing,Team D,Grace,295,280,168,151,108,68,55,5,146,2,56,299.35,9931.04,28.71,645.58,9285.46,35000
2026-01-26,26,65,east,Mexico,developing,Team D,Henry,304,284,188,154,112,64,52,7,150,2,48,439.36,9267.81,49.68,701.71,8566.1,35000
2026-01-26,26,65,east,Mexico,developing,Team E,Ivy,364,341,214,165,143,72,63,7,191,2,67,498.07,11819.45,31.25,824.13,10995.32,35000
2026-01-26,26,65,east,Mexico,developing,Team E,Jack,291,267,189,132,117,60,54,6,149,3,46,484.04,7955.42,31.25,493.28,7462.14,35000
2026-01-26,26,65,east,Mexico,developing,Team F,Kelly,413,391,293,229,184,110,80,5,195,2,69,270.42,12998.62,26.13,1067.75,11930.87,35000
2026-01-26,26,65,east,Mexico,developing,Team F,Leo,415,391,260,222,161,80,49,5,199,2,64,336.85,12598.11,39.09,872.59,11725.52,35000
2026-01-27,27,66,east,Mexico,developing,Team A,Cathy,419,402,283,230,201,142,104,10,198,4,63,656.07,12133.99,49.38,833.05,11300.94,35000
2026-01-27,27,66,east,Mexico,developing,Team A,Alice,300,279,169,136,103,51,42,6,146,2,41,295.84,7378.42,22.68,578.86,6799.56,35000
2026-01-27,27,66,east,Mexico,developing,Team B,Ben,316,293,189,146,107,65,49,5,149,2,52,244.4,9945.9,21.99,685.77,9260.13,35000
2026-01-27,27,66,east,Mexico,developing,Team B,David,391,377,275,229,181,106,93,7,187,2,63,440.34,13047.2,16.88,911.21,12135.99,35000
2026-01-27,27,66,east,Mexico,developing,Team C,Emma,326,309,197,172,122,61,39,6,130,2,38,316.04,6489.4,22.64,418.11,6071.29,35000
2026-01-27,27,66,east,Mexico,developing,Team C,Frank,397,377,275,211,188,99,87,7,201,2,67,345.18,12511.64,13.66,908.51,11603.13,35000
2026-01-27,27,66,east,Mexico,developing,Team D,Grace,295,279,196,148,113,59,41,8,154,4,60,541.74,10472.78,59.4,704.98,9767.8,35000
2026-01-27,27,66,east,Mexico,developing,Team D,Henry,304,283,175,124,109,57,47,5,155,2,50,253.2,9521.01,24.13,725.84,8795.17,35000
2026-01-27,27,66,east,Mexico,developing,Team E,Ivy,364,340,214,157,113,78,66,5,196,1,68,131.63,11951.08,15.45,839.58,11111.5,35000
2026-01-27,27,66,east,Mexico,developing,Team E,Jack,291,267,164,142,117,61,43,8,157,2,48,513.96,8469.38,12.43,505.71,7963.67,35000
2026-01-27,27,66,east,Mexico,developing,Team F,Kelly,413,391,240,171,132,86,69,7,202,2,71,246.22,13244.84,29.17,1096.92,12147.92,35000
2026-01-27,27,66,east,Mexico,developing,Team F,Leo,415,391,272,205,153,83,60,9,208,2,66,450.96,13049.07,21.25,893.84,12155.23,35000
2026-01-28,28,67,east,Mexico,developing,Team A,Cathy,419,401,278,249,218,129,86,8,206,3,66,470.26,12604.25,33.38,866.43,11737.82,35000
2026-01-28,28,67,east,Mexico,developing,Team A,Alice,300,278,187,165,133,71,54,4,150,1,42,227.45,7605.87,8.23,587.09,7018.78,35000
2026-01-28,28,67,east,Mexico,developing,Team B,Ben,316,291,194,160,134,74,61,6,155,2,54,472.0,10417.9,33.85,719.62,9698.28,35000
2026-01-28,28,67,east,Mexico,developing,Team B,David,391,376,267,209,181,95,81,9,196,4,67,896.41,13943.61,39.14,950.35,12993.26,35000
2026-01-28,28,67,east,Mexico,developing,Team C,Emma,326,309,210,147,122,62,50,4,134,2,40,348.98,6838.38,13.42,431.53,6406.85,35000
2026-01-28,28,67,east,Mexico,developing,Team C,Frank,397,376,282,232,169,87,57,7,208,3,70,381.03,12892.67,25.65,934.16,11958.51,35000
2026-01-28,28,67,east,Mexico,developing,Team D,Grace,295,278,177,129,103,58,38,3,157,0,60,0.0,10472.78,0.0,704.98,9767.8,35000
2026-01-28,28,67,east,Mexico,developing,Team D,Henry,304,282,199,173,152,93,63,5,160,2,52,250.07,9771.08,12.27,738.11,9032.97,35000
2026-01-28,28,67,east,Mexico,developing,Team E,Ivy,364,340,229,181,140,73,50,6,202,1,69,127.61,12078.69,9.99,849.57,11229.12,35000
2026-01-28,28,67,east,Mexico,developing,Team E,Jack,291,266,170,124,90,62,43,3,160,0,48,0.0,8469.38,0.0,505.71,7963.67,35000
2026-01-28,28,67,east,Mexico,developing,Team F,Kelly,413,389,259,214,178,127,97,7,209,3,74,709.78,13954.62,21.73,1118.65,12835.97,35000
2026-01-28,28,67,east,Mexico,developing,Team F,Leo,415,389,256,216,154,112,91,6,214,1,67,186.22,13235.29,6.21,900.05,12335.24,35000
2026-01-29,29,68,east,Mexico,developing,Team A,Cathy,419,400,290,232,187,122,93,9,215,4,70,547.7,13151.95,39.16,905.59,12246.36,35000
2026-01-29,29,68,east,Mexico,developing,Team A,Alice,300,278,171,149,126,76,60,6,156,3,45,638.79,8244.66,34.78,621.87,7622.79,35000
2026-01-29,29,68,east,Mexico,developing,Team B,Ben,316,290,207,167,118,85,51,3,158,1,55,184.85,10602.75,21.88,741.5,9861.25,35000
2026-01-29,29,68,east,Mexico,developing,Team B,David,391,374,267,196,145,72,48,5,201,1,68,185.0,14128.61,17.73,968.08,13160.53,35000
2026-01-29,29,68,east,Mexico,developing,Team C,Emma,326,307,224,188,158,95,63,5,139,1,41,131.96,6970.34,12.46,443.99,6526.35,35000
2026-01-29,29,68,east,Mexico,developing,Team C,Frank,397,376,267,219,179,133,88,5,213,2,72,346.13,13238.8,28.47,962.63,12276.17,35000
2026-01-29,29,68,east,Mexico,developing,Team D,Grace,295,278,184,145,114,78,70,7,164,3,63,446.57,10919.35,31.79,736.77,10182.58,35000
2026-01-29,29,68,east,Mexico,developing,Team D,Henry,304,282,210,160,129,76,65,3,163,1,53,135.32,9906.4,11.83,749.94,9156.46,35000
2026-01-29,29,68,east,Mexico,developing,Team E,Ivy,364,340,234,204,145,92,63,7,209,2,71,297.64,12376.33,16.5,866.07,11510.26,35000
2026-01-29,29,68,east,Mexico,developing,Team E,Jack,291,265,162,120,97,70,49,3,163,0,48,0.0,8469.38,0.0,505.71,7963.67,35000
2026-01-29,29,68,east,Mexico,developing,Team F,Kelly,413,388,264,224,176,130,105,7,216,2,76,303.02,14257.64,19.59,1138.24,13119.4,35000
2026-01-29,29,68,east,Mexico,developing,Team F,Leo,415,389,248,194,168,100,66,7,221,3,70,442.23,13677.52,17.79,917.84,12759.68,35000
2026-01-30,30,69,east,Mexico,developing,Team A,Cathy,419,398,289,213,185,102,74,7,222,1,71,206.05,13358.0,7.03,912.62,12445.38,35000
2026-01-30,30,69,east,Mexico,developing,Team A,Alice,300,278,175,132,117,81,72,5,161,2,47,450.77,8695.43,10.19,632.06,8063.37,35000
2026-01-30,30,69,east,Mexico,developing,Team B,Ben,316,290,195,169,151,88,72,6,164,2,57,432.55,11035.3,31.67,773.17,10262.13,35000
2026-01-30,30,69,east,Mexico,developing,Team B,David,391,373,256,215,160,109,86,6,207,1,69,155.69,14284.3,6.13,974.21,13310.09,35000
2026-01-30,30,69,east,Mexico,developing,Team C,Emma,326,307,186,138,98,67,42,3,142,0,41,0.0,6970.34,0.0,443.99,6526.35,35000
2026-01-30,30,69,east,Mexico,developing,Team C,Frank,397,375,251,181,145,94,77,8,221,4,76,706.27,13945.07,50.9,1013.53,12931.54,35000
2026-01-30,30,69,east,Mexico,developing,Team D,Grace,295,276,181,142,102,51,38,3,167,0,63,0.0,10919.35,0.0,736.77,10182.58,35000
2026-01-30,30,69,east,Mexico,developing,Team D,Henry,304,281,203,180,148,102,73,4,167,2,55,328.47,10234.87,37.46,787.4,9447.47,35000
2026-01-30,30,69,east,Mexico,developing,Team E,Ivy,364,340,229,204,163,94,81,6,215,1,72,201.45,12577.78,17.6,883.67,11694.11,35000
2026-01-30,30,69,east,Mexico,developing,Team E,Jack,291,265,165,116,104,69,42,6,169,3,51,665.76,9135.14,79.46,585.17,8549.97,35000
2026-01-30,30,69,east,Mexico,developing,Team F,Kelly,413,388,233,191,170,103,68,10,226,4,80,1000.71,15258.35,42.03,1180.27,14078.08,35000
2026-01-30,30,69,east,Mexico,developing,Team F,Leo,415,387,252,223,170,120,95,6,227,3,73,495.35,14172.87,47.24,965.08,13207.79,35000
