report_date,operation_day,total_day,region,market,market_type,team,sales_rep,total_inflow,retained_users,read_users_today,conversation_users_today,reply_users_today,deep_reply_users_today,follow_up_actions_today,new_accounts_today,total_accounts,paying_users_today,total_paying_users,revenue_today,total_revenue,refund_today,total_refund,net_revenue,team_marketing_cost
2026-01-18,18,72,west,Brazil,developing,Team E,Vera,410,393,277,221,161,93,59,5,133,2,41,306.79,9189.73,32.25,560.3,8629.43,45000
2026-01-19,19,73,west,Brazil,developing,Team A,Mason,468,457,283,198,147,100,71,12,207,5,80,785.82,16684.18,60.62,1051.79,15632.39,45000
2026-01-19,19,73,west,Brazil,developing,Team A,Nora,371,355,263,232,183,109,68,7,129,1,35,291.42,7939.12,34.2,526.58,7412.54,45000
2026-01-19,19,73,west,Brazil,developing,Team B,Oscar,388,371,257,231,171,123,104,8,143,4,54,887.66,12341.13,81.07,762.8,11578.33,45000
2026-01-19,19,73,west,Brazil,developing,Team B,Penny,341,331,229,193,153,106,73,6,112,3,32,494.87,6173.45,27.58,324.01,5849.44,45000
2026-01-19,19,73,west,Brazil,developing,Team C,Quinn,419,402,292,206,160,103,72,6,142,1,44,163.29,10048.08,14.14,626.01,9422.07,45000
2026-01-19,19,73,west,Brazil,developing,Team C,Ruby,480,465,309,224,201,107,70,12,210,4,79,1055.66,18043.26,71.44,1212.93,16830.33,45000
2026-01-19,19,73,west,Brazil,developing,Team D,Sam,391,377,265,231,194,104,85,10,152,3,53,494.01,10598.07,44.77,809.11,9788.96,45000
2026-01-19,19,73,west,Brazil,developing,Team D,Tina,343,327,245,180,149,103,81,3,89,1,30,254.73,6491.18,18.58,461.52,6029.66,45000
2026-01-19,19,73,west,Brazil,developing,Team E,Uri,335,321,206,161,131,92,55,4,109,1,38,216.31,8235.82,18.03,619.2,7616.62,45000
2026-01-19,19,73,west,Brazil,developing,Team E,Vera,410,392,285,243,173,124,106,7,140,2,43,481.64,9671.37,20.91,581.21,9090.16,45000
2026-01-20,20,74,west,Brazil,developing,Team A,Mason,468,456,325,287,242,157,95,11,218,4,84,736.05,17420.23,81.56,1133.35,16286.88,45000
2026-01-20,20,74,west,Brazil,developing,Team A,Nora,371,355,260,228,188,117,105,8,137,3,38,440.5,8379.62,32.0,558.58,7821.04,45000
2026-01-20,20,74,west,Brazil,developing,Team B,Oscar,388,371,233,197,149,111,78,10,153,2,56,281.05,12622.18,14.96,777.76,11844.42,45000
2026-01-20,20,74,west,Brazil,developing,Team B,Penny,341,331,212,182,151,93,59,4,116,1,33,298.17,6471.62,26.44,350.45,6121.17,45000
2026-01-20,20,74,west,Brazil,developing,Team C,Quinn,419,402,295,263,212,127,87,7,149,1,45,142.53,10190.61,15.26,641.27,9549.34,45000
2026-01-20,20,74,west,Brazil,developing,Team C,Ruby,480,465,301,227,174,115,88,12,222,4,83,1187.5,19230.76,67.73,1280.66,17950.1,45000
2026-01-20,20,74,west,Brazil,developing,Team D,Sam,391,376,249,174,136,77,50,6,158,1,54,185.97,10784.04,7.91,817.02,9967.02,45000
2026-01-20,20,74,west,Brazil,developing,Team D,Tina,343,326,240,189,163,96,69,5,94,1,31,228.3,6719.48,12.88,474.4,6245.08,45000
2026-01-20,20,74,west,Brazil,developing,Team E,Uri,335,321,231,187,133,72,55,7,116,1,39,173.61,8409.43,10.46,629.66,7779.77,45000
2026-01-20,20,74,west,Brazil,developing,Team E,Vera,410,392,238,206,165,90,60,10,150,2,45,439.24,10110.61,42.97,624.18,9486.43,45000
2026-01-21,21,75,west,Brazil,developing,Team A,Mason,468,454,328,259,220,139,103,9,227,3,87,816.11,18236.34,18.98,1152.33,17084.01,45000
2026-01-21,21,75,west,Brazil,developing,Team A,Nora,371,354,251,210,156,115,86,8,145,4,42,898.07,9277.69,100.09,658.67,8619.02,45000
2026-01-21,21,75,west,Brazil,developing,Team B,Oscar,388,371,255,179,145,82,54,9,162,2,58,363.83,12986.01,17.66,795.42,12190.59,45000
2026-01-21,21,75,west,Brazil,developing,Team B,Penny,341,329,220,197,140,103,89,6,122,3,36,661.29,7132.91,18.34,368.79,6764.12,45000
2026-01-21,21,75,west,Brazil,developing,Team C,Quinn,419,401,299,262,191,107,79,8,157,4,49,1119.66,11310.27,75.29,716.56,10593.71,45000
2026-01-21,21,75,west,Brazil,developing,Team C,Ruby,480,464,327,252,209,146,115,11,233,6,89,1507.16,20737.92,154.57,1435.23,19302.69,45000
2026-01-21,21,75,west,Brazil,developing,Team D,Sam,391,375,275,215,178,118,77,5,163,2,56,428.56,11212.6,48.46,865.48,10347.12,45000
2026-01-21,21,75,west,Brazil,developing,Team D,Tina,343,325,223,162,136,76,65,4,98,1,32,216.02,6935.5,9.92,484.32,6451.18,45000
2026-01-21,21,75,west,Brazil,developing,Team E,Uri,335,319,191,157,118,70,62,5,121,1,40,234.11,8643.54,24.63,654.29,7989.25,45000
2026-01-21,21,75,west,Brazil,developing,Team E,Vera,410,391,289,205,172,87,73,9,159,2,47,295.42,10406.03,24.92,649.1,9756.93,45000
2026-01-22,22,76,west,Brazil,developing,Team A,Mason,468,453,326,261,215,118,78,9,236,3,90,702.14,18938.48,32.17,1184.5,17753.98,45000
2026-01-22,22,76,west,Brazil,developing,Team A,Nora,371,354,237,171,134,73,65,7,152,2,44,435.28,9712.97,49.81,708.48,9004.49,45000
2026-01-22,22,76,west,Brazil,developing,Team B,Oscar,388,371,263,217,175,93,66,7,169,3,61,672.32,13658.33,72.64,868.06,12790.27,45000
2026-01-22,22,76,west,Brazil,developing,Team B,Penny,341,329,211,180,160,95,59,8,130,4,40,1086.33,8219.24,73.65,442.44,7776.8,45000
2026-01-22,22,76,west,Brazil,developing,Team C,Quinn,419,399,291,241,168,85,67,8,165,2,51,313.19,11623.46,28.32,744.88,10878.58,45000
2026-01-22,22,76,west,Brazil,developing,Team C,Ruby,480,463,309,259,213,116,94,8,241,4,93,659.64,21397.56,15.04,1450.27,19947.29,45000
2026-01-22,22,76,west,Brazil,developing,Team D,Sam,391,374,272,241,199,106,87,7,170,1,57,290.41,11503.01,24.9,890.38,10612.63,45000
2026-01-22,22,76,west,Brazil,developing,Team D,Tina,343,323,213,158,131,81,63,7,105,2,34,395.01,7330.51,23.16,507.48,6823.03,45000
2026-01-22,22,76,west,Brazil,developing,Team E,Uri,335,319,197,169,122,91,63,3,124,1,41,285.7,8929.24,10.71,665.0,8264.24,45000
2026-01-22,22,76,west,Brazil,developing,Team E,Vera,410,391,258,215,169,102,83,9,168,4,51,1168.87,11574.9,88.97,738.07,10836.83,45000
2026-01-23,23,77,west,Brazil,developing,Team A,Mason,468,452,275,206,168,96,64,8,244,3,93,461.27,19399.75,24.61,1209.11,18190.64,45000
2026-01-23,23,77,west,Brazil,developing,Team A,Nora,371,354,260,224,169,95,81,7,159,1,45,162.04,9875.01,5.54,714.02,9160.99,45000
2026-01-23,23,77,west,Brazil,developing,Team B,Oscar,388,369,273,206,170,98,62,7,176,1,62,146.19,13804.52,3.48,871.54,12932.98,45000
2026-01-23,23,77,west,Brazil,developing,Team B,Penny,341,328,212,165,142,105,65,8,138,4,44,1027.54,9246.78,39.05,481.49,8765.29,45000
2026-01-23,23,77,west,Brazil,developing,Team C,Quinn,419,399,298,250,188,134,82,8,173,4,55,807.89,12431.35,56.18,801.06,11630.29,45000
2026-01-23,23,77,west,Brazil,developing,Team C,Ruby,480,463,328,245,207,111,95,14,255,6,99,1345.03,22742.59,38.37,1488.64,21253.95,45000
2026-01-23,23,77,west,Brazil,developing,Team D,Sam,391,372,240,200,150,107,85,6,176,2,59,408.81,11911.82,15.22,905.6,11006.22,45000
2026-01-23,23,77,west,Brazil,developing,Team D,Tina,343,322,222,183,129,71,48,6,111,3,37,515.23,7845.74,14.35,521.83,7323.91,45000
2026-01-23,23,77,west,Brazil,developing,Team E,Uri,335,319,218,170,127,91,77,5,129,2,43,504.7,9433.94,34.29,699.29,8734.65,45000
2026-01-23,23,77,west,Brazil,developing,Team E,Vera,410,389,248,200,177,130,82,10,178,5,56,1199.06,12773.96,60.35,798.42,11975.54,45000
2026-01-24,24,78,west,Brazil,developing,Team A,Mason,468,451,331,243,213,118,87,10,254,2,95,352.59,19752.34,31.67,1240.78,18511.56,45000
2026-01-24,24,78,west,Brazil,developing,Team A,Nora,371,354,233,209,166,104,89,9,168,4,49,787.68,10662.69,23.25,737.27,9925.42,45000
2026-01-24,24,78,west,Brazil,developing,Team B,Oscar,388,367,237,203,145,80,71,9,185,4,66,635.67,14440.19,40.73,912.27,13527.92,45000
2026-01-24,24,78,west,Brazil,developing,Team B,Penny,341,327,245,205,167,91,65,4,142,1,45,235.65,9482.43,13.26,494.75,8987.68,45000
2026-01-24,24,78,west,Brazil,developing,Team C,Quinn,419,397,257,185,154,77,66,5,178,1,56,256.81,12688.16,18.79,819.85,11868.31,45000
2026-01-24,24,78,west,Brazil,developing,Team C,Ruby,480,462,309,277,198,110,66,9,264,4,103,818.91,23561.5,95.36,1584.0,21977.5,45000
2026-01-24,24,78,west,Brazil,developing,Team D,Sam,391,371,267,190,161,81,64,8,184,4,63,736.86,12648.68,69.21,974.81,11673.87,45000
2026-01-24,24,78,west,Brazil,developing,Team D,Tina,343,321,208,174,122,78,50,3,114,0,37,0.0,7845.74,0.0,521.83,7323.91,45000
2026-01-24,24,78,west,Brazil,developing,Team E,Uri,335,319,215,183,148,88,67,3,132,0,43,0.0,9433.94,0.0,699.29,8734.65,45000
2026-01-24,24,78,west,Brazil,developing,Team E,Vera,410,388,240,197,174,117,74,6,184,2,58,367.78,13141.74,15.12,813.54,12328.2,45000
2026-01-25,25,79,west,Brazil,developing,Team A,Mason,468,450,280,222,175,115,94,9,263,4,99,1168.25,20920.59,107.35,1348.13,19572.46,45000
2026-01-25,25,79,west,Brazil,developing,Team A,Nora,371,353,241,211,179,94,62,10,178,4,53,1172.29,11834.98,85.73,823.0,11011.98,45000
2026-01-25,25,79,west,Brazil,developing,Team B,Oscar,388,367,247,208,161,86,74,9,194,2,68,389.32,14829.51,28.05,940.32,13889.19,45000
2026-01-25,25,79,west,Brazil,developing,Team B,Penny,341,326,225,174,143,73,58,6,148,1,46,265.06,9747.49,6.84,501.59,9245.9,45000
2026-01-25,25,79,west,Brazil,developing,Team C,Quinn,419,395,281,218,166,91,59,6,184,3,59,782.54,13470.7,52.65,872.5,12598.2,45000
2026-01-25,25,79,west,Brazil,developing,Team C,Ruby,480,460,325,284,229,137,104,8,272,3,106,671.31,24232.81,30.92,1614.92,22617.89,45000
2026-01-25,25,79,west,Brazil,developing,Team D,Sam,391,371,239,207,181,92,59,9,193,3,66,444.5,13093.18,33.79,1008.6,12084.58,45000
2026-01-25,25,79,west,Brazil,developing,Team D,Tina,343,321,230,184,163,117,91,8,122,2,39,454.92,8300.66,36.6,558.43,7742.23,45000
2026-01-25,25,79,west,Brazil,developing,Team E,Uri,335,319,214,190,165,104,63,7,139,2,45,481.85,9915.79,26.92,726.21,9189.58,45000
2026-01-25,25,79,west,Brazil,developing,Team E,Vera,410,387,256,213,156,101,83,6,190,3,61,568.62,13710.36,63.91,877.45,12832.91,45000
2026-01-26,26,80,west,Brazil,developing,Team A,Mason,468,450,279,197,177,125,86,10,273,2,101,578.77,21499.36,56.87,1405.0,20094.36,45000
2026-01-26,26,80,west,Brazil,developing,Team A,Nora,371,352,220,195,137,75,67,10,188,3,56,842.99,12677.97,37.36,860.36,11817.61,45000
2026-01-26,26,80,west,Brazil,developing,Team B,Oscar,388,366,228,167,148,87,63,7,201,2,70,447.9,15277.41,15.95,956.27,14321.14,45000
2026-01-26,26,80,west,Brazil,developing,Team B,Penny,341,326,234,193,170,106,87,5,153,2,48,282.65,10030.14,27.49,529.08,9501.06,45000
2026-01-26,26,80,west,Brazil,developing,Team C,Quinn,419,395,293,260,191,131,106,6,190,2,61,352.6,13823.3,14.77,887.27,12936.03,45000
2026-01-26,26,80,west,Brazil,developing,Team C,Ruby,480,459,278,246,183,95,61,11,283,5,111,1404.7,25637.51,106.35,1721.27,23916.24,45000
2026-01-26,26,80,west,Brazil,developing,Team D,Sam,391,371,249,202,151,110,85,5,198,2,68,349.65,13442.83,25.84,1034.44,12408.39,45000
2026-01-26,26,80,west,Brazil,developing,Team D,Tina,343,320,233,182,139,81,55,8,130,3,42,720.51,9021.17,32.59,591.02,8430.15,45000
2026-01-26,26,80,west,Brazil,developing,Team E,Uri,335,319,230,176,132,91,64,5,144,1,46,261.12,10176.91,22.55,748.76,9428.15,45000
2026-01-26,26,80,west,Brazil,developing,Team E,Vera,410,387,249,211,188,95,69,9,199,3,64,655.47,14365.83,73.4,950.85,13414.98,45000
2026-01-27,27,81,west,Brazil,developing,Team A,Mason,468,448,312,273,226,125,99,10,283,5,106,1051.26,22550.62,87.06,1492.06,21058.56,45000
2026-01-27,27,81,west,Brazil,developing,Team A,Nora,371,352,219,160,113,71,45,9,197,2,58,302.21,12980.18,8.09,868.45,12111.73,45000
2026-01-27,27,81,west,Brazil,developing,Team B,Oscar,388,366,230,177,137,74,55,9,210,3,73,424.08,15701.49,35.38,991.65,14709.84,45000
2026-01-27,27,81,west,Brazil,developing,Team B,Penny,341,326,207,184,147,88,62,6,159,3,51,546.53,10576.67,38.45,567.53,10009.14,45000
2026-01-27,27,81,west,Brazil,developing,Team C,Quinn,419,395,247,207,168,117,71,10,200,3,64,454.27,14277.57,52.08,939.35,13338.22,45000
2026-01-27,27,81,west,Brazil,developing,Team C,Ruby,480,459,306,249,196,128,87,8,291,3,114,592.74,26230.25,35.33,1756.6,24473.65,45000
2026-01-27,27,81,west,Brazil,developing,Team D,Sam,391,370,246,195,145,107,65,5,203,2,70,555.54,13998.37,40.28,1074.72,12923.65,45000
2026-01-27,27,81,west,Brazil,developing,Team D,Tina,343,318,236,207,153,87,78,3,133,1,43,226.97,9248.14,14.59,605.61,8642.53,45000
2026-01-27,27,81,west,Brazil,developing,Team E,Uri,335,318,191,149,109,66,51,7,151,2,48,561.54,10738.45,60.8,809.56,9928.89,45000
2026-01-27,27,81,west,Brazil,developing,Team E,Vera,410,387,275,224,178,93,70,5,204,1,65,168.21,14534.04,9.59,960.44,13573.6,45000
2026-01-28,28,82,west,Brazil,developing,Team A,Mason,468,448,283,242,207,125,99,11,294,6,112,1769.19,24319.81,186.19,1678.25,22641.56,45000
2026-01-28,28,82,west,Brazil,developing,Team A,Nora,371,352,223,190,146,80,53,6,203,2,60,426.64,13406.82,29.41,897.86,12508.96,45000
2026-01-28,28,82,west,Brazil,developing,Team B,Oscar,388,365,257,186,149,87,73,7,217,2,75,528.94,16230.43,22.92,1014.57,15215.86,45000
2026-01-28,28,82,west,Brazil,developing,Team B,Penny,341,325,236,210,157,113,101,8,167,2,53,549.48,11126.15,36.51,604.04,10522.11,45000
2026-01-28,28,82,west,Brazil,developing,Team C,Quinn,419,394,262,217,180,122,74,10,210,2,66,394.66,14672.23,12.99,952.34,13719.89,45000
2026-01-28,28,82,west,Brazil,developing,Team C,Ruby,480,457,318,274,212,119,86,10,301,3,117,865.88,27096.13,26.3,1782.9,25313.23,45000
2026-01-28,28,82,west,Brazil,developing,Team D,Sam,391,369,250,220,189,104,79,8,211,2,72,343.87,14342.24,34.42,1109.14,13233.1,45000
2026-01-28,28,82,west,Brazil,developing,Team D,Tina,343,317,196,140,113,66,41,4,137,2,45,484.0,9732.14,51.02,656.63,9075.51,45000
2026-01-28,28,82,west,Brazil,developing,Team E,Uri,335,316,208,172,124,87,59,5,156,2,50,312.9,11051.35,29.29,838.85,10212.5,45000
2026-01-28,28,82,west,Brazil,developing,Team E,Vera,410,387,254,179,154,98,61,6,210,2,67,367.33,14901.37,28.29,988.73,13912.64,45000
2026-01-29,29,83,west,Brazil,developing,Team A,Mason,468,447,281,217,192,128,110,11,305,6,118,1025.41,25345.22,44.03,1722.28,23622.94,45000
2026-01-29,29,83,west,Brazil,developing,Team A,Nora,371,352,254,194,169,86,75,9,212,4,64,806.09,14212.91,70.0,967.86,13245.05,45000
2026-01-29,29,83,west,Brazil,developing,Team B,Oscar,388,364,272,222,194,120,107,8,225,2,77,302.69,16533.12,6.23,1020.8,15512.32,45000
2026-01-29,29,83,west,Brazil,developing,Team B,Penny,341,324,216,176,141,101,76,3,170,0,53,0.0,11126.15,0.0,604.04,10522.11,45000
2026-01-29,29,83,west,Brazil,developing,Team C,Quinn,419,392,283,203,162,82,53,7,217,2,68,574.4,15246.63,68.75,1021.09,14225.54,45000
2026-01-29,29,83,west,Brazil,developing,Team C,Ruby,480,456,288,201,174,88,63,8,309,2,119,538.48,27634.61,43.27,1826.17,25808.44,45000
2026-01-29,29,83,west,Brazil,developing,Team D,Sam,391,368,224,158,139,98,60,7,218,1,73,149.02,14491.26,13.94,1123.08,13368.18,45000
2026-01-29,29,83,west,Brazil,developing,Team D,Tina,343,316,219,188,136,99,85,5,142,1,46,188.5,9920.64,5.35,661.98,9258.66,45000
2026-01-29,29,83,west,Brazil,developing,Team E,Uri,335,316,210,182,148,109,86,4,160,2,52,287.39,11338.74,9.88,848.73,10490.01,45000
2026-01-29,29,83,west,Brazil,developing,Team E,Vera,410,386,280,239,209,148,112,6,216,3,70,511.11,15412.48,32.55,1021.28,14391.2,45000
2026-01-30,30,84,west,Brazil,developing,Team A,Mason,468,445,327,284,227,144,126,9,314,2,120,295.37,25640.59,19.26,1741.54,23899.05,45000
2026-01-30,30,84,west,Brazil,developing,Team A,Nora,371,351,223,176,131,72,62,7,219,3,67,720.2,14933.11,81.11,1048.97,13884.14,45000
2026-01-30,30,84,west,Brazil,developing,Team B,Oscar,388,363,262,189,149,86,56,9,234,4,81,725.22,17258.34,74.91,1095.71,16162.63,45000
2026-01-30,30,84,west,Brazil,developing,Team B,Penny,341,324,238,200,141,97,59,4,174,2,55,333.65,11459.8,23.97,628.01,10831.79,45000
2026-01-30,30,84,west,Brazil,developing,Team C,Quinn,419,392,247,222,165,116,70,10,227,2,70,355.27,15601.9,35.37,1056.46,14545.44,45000
2026-01-30,30,84,west,Brazil,developing,Team C,Ruby,480,455,278,223,163,94,78,8,317,2,121,498.89,28133.5,31.53,1857.7,26275.8,45000
2026-01-30,30,84,west,Brazil,developing,Team D,Sam,391,366,253,204,169,94,58,7,225,2,75,587.69,15078.95,52.13,1175.21,13903.74,45000
2026-01-30,30,84,west,Brazil,developing,Team D,Tina,343,314,193,153,127,82,62,4,146,1,47,254.05,10174.69,25.52,687.5,9487.19,45000
2026-01-30,30,84,west,Brazil,developing,Team E,Uri,335,316,217,195,174,108,66,3,163,0,52,0.0,11338.74,0.0,848.73,10490.01,45000
2026-01-30,30,84,west,Brazil,developing,Team E,Vera,410,386,256,226,166,92,73,8,224,2,72,583.28,15995.76,65.96,1087.24,14908.52,45000
